 Invoice Number, Status, Gross, Fee, Net, Reserve
300097433,Partially Refunded,167.85,-3.39,164.46,
300097432,Completed,21.6,-0.56,21.04,
300097431,Completed,129.75,-2.67,127.08,
200000158,Completed,201,-7.04,193.96,
300097430,Completed,95,-2.01,92.99,
300097429,Completed,13.5,-0.46,13.04,
300097428,Completed,87.48,-1.86,85.62,
200000157,Completed,25.31,-0.63,24.68,
300097427,Completed,51.84,-1.13,50.71,
300097426,Completed,40,-0.91,39.09,
300097425,Completed,29.16,-0.75,28.41,
200000156,Completed,34.5,-0.86,33.64,
300097423,Completed,63,-2.21,60.79,
300097422,Completed,49,-1.13,47.87,
,Completed,-5994.07,0,-5994.07,
300097421,Completed,106.13,-2.22,103.91,
300097420,Completed,104,-2.13,101.87,
300097419,Completed,19.5,-0.57,18.93,
300097418,Completed,270.24,-5.33,264.91,
300097417,Completed,15.3,-0.54,14.76,
300097416,Completed,51,-1.17,49.83,
300097415,Completed,167.44,-3.38,164.06,
300097413,Completed,72,-1.52,70.48,
300097414,Completed,14.4,-0.47,13.93,
300097412,Completed,41.38,-0.94,40.44,
300097411,Completed,149.85,-3.75,146.1,
300097338,Completed,30.24,-0.72,29.52,
200000155,Completed,123.44,-2.55,120.89,
300097410,Completed,108.55,-2.21,106.34,
300097409,Partially Refunded,56,-1.21,54.79,
300097408,Refunded,108,-3.78,104.22,
300097407,Completed,13.5,-0.41,13.09,
300097406,Completed,34.56,-0.86,33.7,
300097405,Completed,23,-0.59,22.41,
300097404,Completed,8.5,-0.36,8.14,
300097403,Completed,89.2,-3.12,86.08,
300097402,Completed,82.74,-1.77,80.97,
300097401,Completed,86,-1.78,84.22,
300097400,Completed,89.1,-1.84,87.26,
300097399,Completed,48,-1.11,46.89,
300097398,Completed,15.12,-0.44,14.68,
300097397,Completed,66.7,-1.47,65.23,
300097396,Refunded,8.1,-0.3,7.8,
300097395,Completed,204,-4.03,199.97,
300097394,Completed,24,-0.66,23.34,
300097393,Completed,205.2,-4.1,201.1,
300097392,Completed,14.85,-0.48,14.37,
300097391,Completed,14.02,-0.47,13.55,
300097390,Completed,67.2,-1.43,65.77,
300097389,Refunded,36,-0.88,35.12,
300097388,Completed,116.95,-2.37,114.58,
300097387,Completed,75.6,-1.64,73.96,
300097386,Completed,90,-1.91,88.09,
300097384,Completed,165,-3.34,161.66,
300097382,Completed,76,-2.66,73.34,
300097381,Completed,120.96,-2.5,118.46,
300097380,Completed,147.9,-3.01,144.89,
300097379,Completed,61.84,-1.37,60.47,
300097284,Completed,104.76,-2.14,102.62,
300097378,Completed,66.37,-1.46,64.91,
300097377,Completed,23.27,-0.64,22.63,
300097376,Completed,292.99,-7.18,285.81,
300097375,Completed,108.37,-2.26,106.11,
300097374,Completed,31.5,-0.8,30.7,
300097373,Completed,45.6,-1.02,44.58,
300097372,Completed,58.32,-1.31,57.01,
300097371,Completed,110.55,-2.3,108.25,
200000154,Refunded,15,-0.51,14.49,
200000153,Completed,12.96,-0.45,12.51,
300097370,Completed,33.05,-0.78,32.27,
300097369,Partially Refunded,21.6,-0.61,20.99,
300097368,Completed,34.56,-0.81,33.75,
200000152,Completed,22.95,-0.64,22.31,
300097367,Completed,110.81,-2.31,108.5,
300097364,Completed,70,-1.48,68.52,
300097366,Completed,24,-0.84,23.16,
300097365,Completed,112.87,-2.34,110.53,
300097362,Partially Refunded,121.2,-2.5,118.7,
300097361,Completed,36,-0.88,35.12,
300097360,Completed,51.75,-1.18,50.57,
300097359,Partially Refunded,133.24,-2.73,130.51,
300097358,Completed,90,-1.91,88.09,
300097357,Completed,21,-0.6,20.4,
300097356,Completed,132,-2.66,129.34,
300097355,Completed,101.6,-2.13,99.47,
300097354,Completed,55.5,-1.25,54.25,
300097353,Completed,2,-0.24,1.76,
300097352,Completed,88.9,-1.89,87.01,
300097351,Completed,110,-2.29,107.71,
300097349,Completed,62.64,-1.39,61.25,
300097348,Completed,30.6,-0.78,29.82,
,Completed,-10636.23,0,-10636.23,
300097346,Completed,30,-0.72,29.28,
300097347,Completed,104,-2.18,101.82,
300097345,Completed,57.6,-1.29,56.31,
300097344,Completed,63.37,-1.4,61.97,
300097343,Completed,48.75,-1.08,47.67,
300097342,Completed,128,-2.63,125.37,
300097341,Completed,136.8,-2.8,134,
300097340,Completed,36.8,-0.9,35.9,
300097339,Completed,63,-1.4,61.6,
300097337,Completed,23,-0.59,22.41,
300097336,Completed,16,-0.5,15.5,
300097333,Completed,168,-3.34,164.66,
300097334,Completed,73.6,-1.55,72.05,
300097335,Completed,110.59,-2.3,108.29,
300097332,Completed,23,-0.59,22.41,
300097329,Completed,38,-0.92,37.08,
300097328,Completed,66.79,-1.42,65.37,
300097326,Completed,64.5,-1.38,63.12,
300097327,Completed,8.26,-0.36,7.9,
300097325,Completed,89.6,-1.9,87.7,
300097324,Completed,111.78,-2.32,109.46,
300097323,Completed,36,-0.88,35.12,
300097322,Completed,119.23,-2.47,116.76,
300097321,Completed,66.55,-2.33,64.22,
300097320,Completed,247.68,-4.86,242.82,
300097318,Completed,89.86,-3.15,86.71,
300097319,Completed,198.94,-3.98,194.96,
300097317,Completed,41.54,-0.99,40.55,
INV2-C5U9-RDV6-XTNK-SHKW,Completed,99.88,-3.65,96.23,
45158,Paid,99.88,0,99.88,
300097315,Completed,42,-1,41,
300097314,Completed,54,-1.23,52.77,
,Completed,27.2,-0.72,26.48,
,Completed,65,-1.44,63.56,
,Refunded,254.87,-6.32,248.55,
300097313,Completed,26.4,-0.7,25.7,
300097312,Completed,81.65,-1.7,79.95,
300097311,Completed,94.77,-1.95,92.82,
300097310,Refunded,33.97,-0.8,33.17,
300097309,Completed,70.2,-1.53,68.67,
300097308,Completed,107.84,-2.25,105.59,
300097307,Completed,36,-0.88,35.12,
300097306,Completed,38,-0.92,37.08,
300097305,Completed,67,-1.47,65.53,
300097302,Completed,98.25,-2.02,96.23,
300097303,Completed,46,-1.07,44.93,
300097301,Completed,19.2,-0.56,18.64,
300097300,Completed,49.68,-1.14,48.54,
300097299,Completed,13.5,-0.41,13.09,
300097298,Completed,71.12,-1.55,69.57,
300097297,Completed,36.75,-0.9,35.85,
300097296,Completed,224.64,-4.47,220.17,
300097295,Completed,148.52,-3.02,145.5,
300097294,Completed,57.2,-1.29,55.91,
300097293,Completed,45,-1.58,43.42,
300097144,Completed,40.9,-0.98,39.92,
300097291,Completed,30.62,-0.78,29.84,
300097292,Completed,76.95,-1.66,75.29,
300097289,Completed,36.8,-0.85,35.95,
300097290,Completed,182.25,-3.66,178.59,
300097288,Completed,54,-1.23,52.77,
300097287,Completed,82.5,-1.77,80.73,
300097286,Completed,30.4,-0.78,29.62,
300097285,Completed,88.56,-1.88,86.68,
300097283,Completed,79.88,-1.72,78.16,
300097282,Completed,44.23,-0.99,43.24,
300097281,Completed,12.96,-0.4,12.56,
300097280,Completed,104.8,-2.14,102.66,
300097279,Completed,95,-3.33,91.67,
300097278,Completed,18.32,-0.55,17.77,
300097277,Completed,67.2,-1.48,65.72,
300097276,Completed,204.12,-7.14,196.98,
300097275,Completed,144,-2.94,141.06,
300097274,Completed,28,-0.73,27.27,
300097273,Completed,53.37,-1.21,52.16,
300097272,Completed,24,-0.61,23.39,
300097271,Completed,113.55,-2.36,111.19,
300097269,Completed,8.5,-0.31,8.19,
300097270,Completed,144.89,-2.95,141.94,
300097268,Completed,27,-0.71,26.29,
300097267,Completed,108.37,-2.26,106.11,
300097265,Completed,46.3,-1.03,45.27,
300097266,Completed,98.4,-2.07,96.33,
300097264,Completed,47,-1.09,45.91,
300097262,Completed,10.4,-0.35,10.05,
300097261,Completed,54,-1.18,52.82,
300097260,Completed,17.25,-0.48,16.77,
300097259,Completed,33.95,-0.85,33.1,
300097258,Completed,56,-1.54,54.46,
300097257,Completed,15,-0.44,14.56,
300097256,Completed,33,-0.78,32.22,
300097255,Completed,57,-1.23,55.77,
200000151,Completed,65,-1.44,63.56,
300097254,Completed,19.99,-0.58,19.41,
300097253,Completed,44,-0.99,43.01,
300097252,Completed,85.36,-1.82,83.54,
300097251,Completed,17.5,-0.48,17.02,
300097250,Completed,156,-3.11,152.89,
300097249,Completed,259.5,-5.08,254.42,
300097248,Completed,200.4,-7.01,193.39,
300097247,Completed,145.95,-2.92,143.03,
300097246,Completed,285,-5.62,279.38,
300097245,Completed,46.8,-1.09,45.71,
300097244,Completed,21.2,-0.6,20.6,
300097243,Completed,41.25,-0.98,40.27,
300097242,Completed,28.88,-0.75,28.13,
300097241,Completed,44.72,-1.05,43.67,
200000149,Completed,72.25,-1.52,70.73,
300097240,Completed,195.04,-3.91,191.13,
300097239,Completed,97.5,-2,95.5,
300097238,Completed,20,-0.7,19.3,
300097237,Refunded,254.87,-6.32,248.55,
300097235,Completed,136.08,-2.79,133.29,
300097234,Completed,29.38,-1.03,28.35,
300097233,Completed,13.6,-0.46,13.14,
,Completed,-60,-20,-80,
,Canceled,58.66,0,58.66,
300097232,Completed,93.15,-1.97,91.18,
300097231,Completed,19.72,-0.57,19.15,
300097230,Completed,118.8,-2.46,116.34,
300097229,Completed,20.74,-0.54,20.2,
300097228,Completed,90.95,-1.88,89.07,
300097227,Completed,38,-0.92,37.08,
300097226,Completed,140,-2.86,137.14,
300097225,Completed,229,-4.5,224.5,
200000148,Completed,51.84,-1.18,50.66,
300097224,Completed,14.53,-0.43,14.1,
300097223,Completed,50.11,-1.15,48.96,
300097222,Completed,51.55,-1.18,50.37,
300097221,Completed,76.5,-1.65,74.85,
300097220,Completed,183.75,-3.64,180.11,
300097219,Completed,64.5,-1.7,62.8,
300097218,Completed,29.38,-0.76,28.62,
300097217,Completed,234.75,-4.61,230.14,
300097216,Completed,55,-1.25,53.75,
300097215,Completed,20.6,-0.72,19.88,
300097214,Completed,44.8,-1,43.8,
300097213,Completed,65,-1.44,63.56,
300097212,Completed,36.29,-0.84,35.45,
300097211,Completed,23.33,-0.64,22.69,
300097210,Completed,129.49,-2.66,126.83,
300097209,Completed,20.4,-0.59,19.81,
300097208,Refunded,13.5,-0.47,13.03,
300097207,Completed,41.47,-0.94,40.53,
300097206,Completed,116.64,-2.37,114.27,
300097205,Completed,28,-0.73,27.27,
300097203,Completed,43.2,-0.97,42.23,
300097204,Completed,111.2,-2.31,108.89,
300097202,Completed,67.2,-1.43,65.77,
300097201,Completed,8.5,-0.31,8.19,
300097200,Completed,79.29,-1.71,77.58,
300097199,Completed,53.87,-1.22,52.65,
300097198,Partially Refunded,88,-1.82,86.18,
,Completed,-9145.75,0,-9145.75,
300097197,Completed,69.77,-1.53,68.24,
300097196,Completed,75.06,-1.58,73.48,
300097195,Completed,102,-2.09,99.91,
300097193,Completed,46.48,-1.03,45.45,
300097191,Completed,43.2,-0.97,42.23,
300097190,Completed,64.15,-1.37,62.78,
200000147,Completed,27.2,-0.72,26.48,
300097189,Completed,28.08,-0.73,27.35,
300097188,Completed,225.61,-4.49,221.12,
300097187,Completed,28.51,-1,27.51,
300097186,Completed,48,-1.11,46.89,
300097185,Completed,60.48,-1.35,59.13,
300097184,Completed,115.9,-2.4,113.5,
300097183,Completed,71.54,-1.56,69.98,
300097182,Completed,107,-2.23,104.77,
300097181,Completed,61.34,-2.15,59.19,
300097180,Completed,87.7,-1.87,85.83,
300097179,Completed,57.75,-1.3,56.45,
300097178,Completed,164,-3.32,160.68,
300097177,Completed,76,-1.59,74.41,
300097176,Completed,85.13,-2.98,82.15,
300097175,Completed,128.9,-2.65,126.25,
300097174,Completed,64.15,-1.42,62.73,
,Completed,0.44,0,0.44,
,Completed,-23,0.44,-22.56,
,Completed,1.24,0,1.24,
,Completed,-65.25,1.24,-64.01,
300097173,Completed,38,-0.87,37.13,
300097172,Completed,107.2,-2.19,105.01,
,Completed,3.67,0,3.67,
,Completed,-193.15,3.67,-189.48,
,Completed,0.45,0,0.45,
,Completed,-23.7,0.45,-23.25,
,Completed,0.92,0,0.92,
,Completed,-48.42,0.92,-47.5,
,Completed,1.14,0,1.14,
,Completed,-60,1.14,-58.86,
,Completed,0.92,0,0.92,
,Completed,-48,0.92,-47.08,
300097171,Completed,94.2,-1.99,92.21,
300097170,Completed,64.8,-2.27,62.53,
300097169,Completed,64.8,-2.27,62.53,
300097168,Completed,29.03,-0.75,28.28,
300097167,Completed,401.76,-14.06,387.7,
300097166,Completed,257.04,-9,248.04,
300097165,Completed,17,-0.52,16.48,
300097164,Completed,95.04,-1.96,93.08,
300097163,Completed,143.92,-5.04,138.88,
300097162,Completed,48.75,-1.13,47.62,
300097160,Completed,9.72,-0.33,9.39,
300097161,Completed,148.2,-3.02,145.18,
300097159,Completed,62.21,-1.38,60.83,
300097158,Completed,39.74,-1.39,38.35,
300097157,Completed,63.2,-1.4,61.8,
300097155,Completed,42,-0.95,41.05,
300097156,Completed,58.55,-1.31,57.24,
300097151,Completed,93.55,-3.27,90.28,
300097153,Completed,11.25,-0.36,10.89,
,Canceled,26.34,0,26.34,
300097154,Completed,26.73,-0.71,26.02,
300097152,Completed,109.27,-2.28,106.99,
300097150,Completed,129.6,-2.66,126.94,
300097149,Completed,19.12,-0.56,18.56,
300097148,Completed,23.25,-0.59,22.66,
300097147,Completed,69.98,-1.48,68.5,
300097146,Completed,72,-2.52,69.48,
300097145,Partially Refunded,420,-8.18,411.82,
INV2-DKY4-C8TE-9SER-ZY7P,Completed,57.6,-2.17,55.43,
45157,Paid,57.6,0,57.6,
300097143,Completed,20,-0.58,19.42,
300097142,Completed,73.44,-1.6,71.84,
300097138,Completed,22.4,-0.58,21.82,
300097140,Completed,103.42,-2.16,101.26,
300097139,Completed,34,-0.85,33.15,
300097137,Completed,26.4,-0.7,25.7,
300097135,Completed,83.68,-1.74,81.94,
300097136,Completed,84,-1.75,82.25,
300097134,Completed,54,-1.18,52.82,
300097133,Completed,52.8,-1.2,51.6,
300097132,Completed,116,-2.4,113.6,
300097131,Completed,24,-0.66,23.34,
300097126,Completed,85,-1.77,83.23,
300097129,Completed,31.21,-0.79,30.42,
300097128,Completed,108.8,-2.27,106.53,
300097127,Completed,88,-1.87,86.13,
300097125,Completed,159,-3.22,155.78,
300097124,Completed,36,-0.88,35.12,
300097123,Completed,70,-2.45,67.55,
300097122,Completed,70.4,-1.54,68.86,
300097119,Completed,29.16,-0.7,28.46,
300097121,Completed,77.25,-1.67,75.58,
300097120,Completed,40,-0.91,39.09,
300097118,Completed,50.22,-1.15,49.07,
300097117,Completed,29.38,-0.76,28.62,
300097116,Completed,54.75,-1.19,53.56,
300097115,Completed,65,-1.44,63.56,
300097114,Completed,27,-0.66,26.34,
300097113,Completed,9.5,-0.33,9.17,
300097112,Completed,28,-0.73,27.27,
300097111,Completed,151.52,-3.03,148.49,
300097110,Completed,48.8,-1.71,47.09,
300097109,Completed,26.82,-0.71,26.11,
300097108,Completed,25.5,-0.68,24.82,
300097106,Completed,76,-1.59,74.41,
300097105,Completed,52.8,-1.15,51.65,
300097107,Completed,21.2,-0.6,20.6,
300097104,Completed,17.28,-0.53,16.75,
300097103,Completed,60,-1.34,58.66,
,Completed,15,-0.51,14.49,
300097101,Completed,28,-0.68,27.32,
300097102,Completed,37.66,-1.32,36.34,
300097100,Completed,23.8,-0.65,23.15,
300097099,Completed,64.8,-2.27,62.53,
300097098,Completed,90,-1.86,88.14,
300097097,Completed,52,-1.19,50.81,
300097096,Refunded,136.05,-2.73,133.32,
300097095,Completed,66.79,-1.42,65.37,
300097094,Completed,22,-0.62,21.38,
300097093,Completed,270.25,-9.46,260.79,
,Completed,0.12,0,0.12,
,Completed,-5.95,0.12,-5.83,
,Completed,0.86,0,0.86,
,Completed,-45,0.86,-44.14,
,Completed,0.51,0,0.51,
,Completed,-27,0.51,-26.49,
,Completed,-133.92,0,-133.92,
,Completed,0.63,0,0.63,
,Completed,-33,0.63,-32.37,
300097092,Completed,75.21,-1.58,73.63,
,Completed,1.25,0,1.25,
,Completed,-65.95,1.25,-64.7,
,Completed,2.38,0,2.38,
,Completed,-125,2.38,-122.62,
,Completed,3.35,0,3.35,
,Completed,-176.4,3.35,-173.05,
,Completed,0.9,0,0.9,
,Completed,-47.5,0.9,-46.6,
,Completed,1.06,0,1.06,
,Completed,-56.02,1.06,-54.96,
,Completed,0.11,0,0.11,
,Completed,-5.95,0.11,-5.84,
,Completed,0.16,0,0.16,
,Completed,-8.5,0.16,-8.34,
,Completed,0.35,0,0.35,
,Completed,-18.3,0.35,-17.95,
200000146,Completed,28.35,-0.74,27.61,
,Completed,0.17,0,0.17,
,Completed,-9,0.17,-8.83,
300097091,Refunded,139.97,-2.86,137.11,
300097090,Completed,409.95,-14.35,395.6,
200000145,Completed,92.24,-1.95,90.29,
300097089,Completed,14,-0.42,13.58,
300097088,Completed,15,-0.53,14.47,
,Completed,7.65,-0.27,7.38,
,Refunded,52.5,-1.46,51.04,
300097087,Completed,64.75,-1.38,63.37,
300097086,Completed,61.67,-1.37,60.3,
300097085,Completed,32,-0.76,31.24,
300097084,Completed,269.1,-5.26,263.84,
300097083,Completed,15.77,-0.5,15.27,
300097082,Completed,139.32,-2.8,136.52,
300097081,Completed,88.2,-1.83,86.37,
300097080,Completed,26.82,-0.71,26.11,
300097079,Completed,9,-0.32,8.68,
300097078,Completed,29.7,-0.71,28.99,
300097077,Completed,18.9,-0.56,18.34,
,Completed,-1084,-20,-1104,
,Canceled,1063.2,0,1063.2,
300097075,Completed,21.25,-0.55,20.7,
300097074,Completed,14.22,-0.47,13.75,
,Canceled,215.62,0,215.62,
300097073,Completed,38,-0.87,37.13,
300097072,Completed,24.31,-0.66,23.65,
300097071,Completed,38.7,-0.94,37.76,
300097069,Completed,22.5,-0.63,21.87,
300097068,Completed,7.65,-0.3,7.35,
300097067,Refunded,52.5,-1.46,51.04,
300097066,Completed,87.89,-1.82,86.07,
300097065,Completed,30.9,-0.74,30.16,
300097064,Completed,54,-1.23,52.77,
300097063,Completed,15.55,-0.45,15.1,
300097062,Completed,468.41,-9.1,459.31,
300097061,Completed,30.6,-0.73,29.87,
300097060,Completed,32.4,-0.82,31.58,
,Completed,-7567.95,0,-7567.95,
300097059,Completed,79.2,-1.7,77.5,
300097058,Completed,152.1,-3.85,148.25,
300097057,Partially Refunded,68.85,-1.51,67.34,
300097056,Completed,19,-0.67,18.33,
200000144,Completed,28,-0.68,27.32,
300097055,Refunded,162,-3.23,158.77,
300097054,Completed,49.5,-1.09,48.41,
300097053,Completed,52.2,-1.19,51.01,
300097050,Completed,27,-0.66,26.34,
300097052,Completed,104.98,-2.19,102.79,
300097051,Completed,117.72,-2.44,115.28,
300097049,Completed,50.25,-1.1,49.15,
300097048,Completed,30,-0.77,29.23,
300097047,Completed,191.7,-3.84,187.86,
300097046,Completed,7.65,-0.27,7.38,
300097045,Completed,27.2,-0.72,26.48,
300097044,Completed,28.9,-0.75,28.15,
200000143,Completed,33.95,-0.8,33.15,
,Refunded,15,-0.51,14.49,
300097042,Completed,131.04,-2.69,128.35,
300097041,Denied,84.24,0,84.24,
300097040,Completed,34,-0.85,33.15,
,Completed,3592,-125.72,3466.28,
300097039,Completed,3592,-125.72,3466.28,
,Completed,15,-0.51,14.49,
INV2-44SL-52ZM-T8SH-YFEL,Completed,22,-0.92,21.08,
45156,Paid,22,0,22,
300097038,Completed,57.8,-1.25,56.55,
300097037,Completed,51.97,-1.19,50.78,
300097035,Completed,454.95,-8.79,446.16,
,Paid,15,0,15,
,Paid,15,0,15,
300097033,Completed,393,-7.67,385.33,
,Paid,15,0,15,
,Canceled,72.5,0,72.5,
300097032,Completed,58,-1.3,56.7,
200000142,Completed,24,-0.66,23.34,
300097031,Completed,32,-0.81,31.19,
300097029,Completed,125.17,-2.58,122.59,
300097028,Completed,266.95,-5.27,261.68,
300097027,Completed,25.75,-0.9,24.85,
200000141,Completed,79.2,-1.65,77.55,
300097026,Completed,61.87,-1.38,60.49,
300097025,Completed,38,-0.87,37.13,
300097022,Completed,239.2,-5.89,233.31,
300097023,Completed,223.46,-4.45,219.01,
300097021,Completed,16.2,-0.51,15.69,
300097020,Completed,7.56,-0.34,7.22,
300097018,Completed,27,-0.71,26.29,
300097017,Completed,33.3,-0.83,32.47,
300097016,Completed,23,-0.81,22.19,
200000140,Completed,301.64,-5.93,295.71,
,Completed,2.38,0,2.38,
,Completed,-125,2.38,-122.62,
300097015,Completed,34,-0.85,33.15,
,Completed,0.85,0,0.85,
,Completed,-44.62,0.85,-43.77,
,Completed,0.23,0,0.23,
,Completed,-11.88,0.23,-11.65,
,Completed,0.84,0,0.84,
,Completed,-44.1,0.84,-43.26,
,Completed,0.84,0,0.84,
,Completed,-44,0.84,-43.16,
,Completed,0.35,0,0.35,
,Completed,-18.36,0.35,-18.01,
,Completed,0.39,0,0.39,
,Completed,-21,0.39,-20.61,
,Completed,1.03,0,1.03,
,Completed,-53.95,1.03,-52.92,
,Completed,0.92,0,0.92,
,Completed,-48.21,0.92,-47.29,
,Completed,0.46,0,0.46,
,Completed,-24,0.46,-23.54,
,Completed,1.06,0,1.06,
,Completed,-55.8,1.06,-54.74,
,Completed,0.64,0,0.64,
,Completed,-33.75,0.64,-33.11,
,Completed,0.77,0,0.77,
,Completed,-40.5,0.77,-39.73,
,Completed,0.19,0,0.19,
,Completed,-9.9,0.19,-9.71,
,Completed,91,-3.19,87.81,
,Completed,73.44,-1.6,71.84,
,Completed,0.86,0,0.86,
,Completed,-45,0.86,-44.14,
,Completed,0.74,0,0.74,
,Completed,-38.88,0.74,-38.14,
,Completed,0.42,0,0.42,
,Completed,-22,0.42,-21.58,
,Completed,0.21,0,0.21,
,Completed,-11,0.21,-10.79,
,Completed,0.8,0,0.8,
,Completed,-42,0.8,-41.2,
,Completed,0.11,0,0.11,
,Completed,-5.95,0.11,-5.84,
,Completed,1.71,0,1.71,
,Completed,-90,1.71,-88.29,
,Completed,3,0,3,
,Completed,-125,3,-122,
,Completed,0.58,0,0.58,
,Completed,-30.4,0.58,-29.82,
,Completed,0.61,0,0.61,
,Completed,-31.95,0.61,-31.34,
,Completed,0.53,0,0.53,
,Completed,-28,0.53,-27.47,
,Completed,-36,0,-36,
,Completed,0.57,0,0.57,
,Completed,-30,0.57,-29.43,
,Completed,0.95,0,0.95,
,Completed,-50,0.95,-49.05,
,Completed,0.3,0,0.3,
,Completed,-15.61,0.3,-15.31,
300097013,Completed,14,-0.42,13.58,
,Completed,2.5,0,2.5,
,Completed,-131.95,2.5,-129.45,
,Completed,1.21,0,1.21,
,Completed,-63.75,1.21,-62.54,
,Completed,0.25,0,0.25,
,Completed,-13,0.25,-12.75,
,Completed,0.11,0,0.11,
,Completed,-5.95,0.11,-5.84,
,Completed,0.82,0,0.82,
,Completed,-34,0.82,-33.18,
,Completed,2.54,0,2.54,
,Completed,-105.87,2.54,-103.33,
,Completed,0.73,0,0.73,
,Completed,-30.4,0.73,-29.67,
,Completed,0.27,0,0.27,
,Completed,-14,0.27,-13.73,
300097012,Completed,28.9,-0.7,28.2,
300097011,Refunded,28,-0.73,27.27,
300097010,Completed,67.15,-1.43,65.72,
300097009,Completed,63.99,-1.42,62.57,
300097008,Completed,45,-1.01,43.99,
300097007,Completed,95.31,-2.01,93.3,
300097006,Completed,32.95,-0.83,32.12,
300097005,Completed,127.44,-2.62,124.82,
